Estación,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
27040020,37,84,40,99,30,43,16,43,56,50,76,19,98,71,64,29,33,10,77,5,22,69,16,87,86,55,84,21,40,16,70,36,63,42,49,99,67,65,89,89,3,20,5,2,89,45,22,29,31,75,47,78
27040030,35,33,77,19,60,63,57,94,58,75,63,97,19,14,13,9,100,42,42,23,4,17,60,20,54,29,74,71,76,57,62,1,29,85,97,93,2,43,9,26,5,56,59,42,82,64,74,77,82,83,78,90
27040040,100,78,55,98,8,1,78,10,23,23,17,33,3,53,67,34,50,44,85,35,68,81,36,84,90,70,13,80,17,7,0,67,78,47,32,16,66,23,73,46,60,100,40,90,100,59,29,66,22,99,5,52
27045020,86,41,91,61,10,28,40,36,63,28,72,84,54,90,74,71,72,71,95,51,2,74,88,29,95,11,0,33,28,23,50,30,33,83,78,68,64,75,0,81,22,64,3,30,35,12,18,30,48,53,57,58
27047010,37,4,44,48,32,79,48,88,81,55,34,75,3,97,62,11,5,21,92,4,45,38,14,47,4,61,63,70,44,86,0,72,87,88,18,3,26,12,94,43,50,26,38,34,61,67,70,23,37,29,14,99
54010010,0,56,99,88,95,68,38,11,7,20,83,39,52,25,13,9,45,52,28,68,22,74,77,68,97,62,5,96,92,24,95,7,50,27,54,10,48,31,42,95,28,80,60,100,88,84,9,11,22,50,6,46
54010020,61,18,0,15,16,46,73,15,55,71,39,83,12,65,31,58,7,26,5,84,73,12,82,100,15,1,71,84,40,41,6,86,65,55,55,61,98,98,81,4,64,20,23,96,18,17,83,60,64,53,0,86
54015010,100,36,49,66,32,89,39,72,95,70,67,57,90,87,96,6,77,90,45,99,39,5,48,48,39,70,19,76,89,66,69,88,0,20,86,27,82,18,52,100,28,21,74,49,90,3,77,90,30,93,21,16
54020010,77,100,53,86,99,12,16,94,3,4,19,10,100,80,59,42,43,28,23,77,51,83,84,52,93,5,69,39,78,25,8,2,56,86,63,62,32,82,41,49,72,58,27,66,14,12,98,68,19,34,37,43
54020020,66,23,31,6,63,3,21,34,17,40,26,46,66,61,83,44,64,74,60,3,67,32,73,15,28,100,41,16,23,46,26,66,46,49,14,52,95,62,82,30,96,61,1,30,68,48,51,70,57,98,73,78
54020040,75,53,20,47,31,7,86,51,42,74,51,1,82,97,64,80,13,36,97,19,33,21,54,30,37,63,77,79,59,49,16,76,99,12,57,34,19,42,15,34,82,62,51,21,31,10,15,91,38,75,45,18
54020050,8,58,55,2,55,88,64,92,4,0,13,97,17,59,15,14,35,34,68,43,0,38,90,94,86,100,93,95,94,17,39,10,23,52,20,70,26,89,55,98,32,50,28,95,14,25,8,22,27,30,94,7
54020060,66,1,26,69,8,24,4,55,8,48,52,18,95,2,82,61,77,98,57,93,91,89,28,85,98,30,13,61,13,56,33,37,73,70,71,64,12,9,32,18,16,15,59,35,42,28,71,73,75,95,42,12
54020090,100,41,32,16,60,11,56,31,62,98,72,85,88,65,30,11,99,93,92,62,11,44,31,24,64,70,47,63,92,4,75,72,3,91,56,35,26,19,72,75,68,66,60,86,76,6,94,89,15,31,8,52
54025010,100,62,69,43,62,1,95,88,1,80,19,35,2,29,96,75,25,42,54,28,77,84,60,100,68,8,11,85,55,68,24,36,30,80,39,90,75,70,19,67,89,10,70,26,92,35,12,28,70,9,52,53
54025020,100,79,100,9,13,30,96,39,36,33,55,42,52,65,59,89,44,96,63,76,19,72,22,89,31,31,0,38,21,24,75,94,79,84,74,27,93,33,87,2,43,46,36,30,46,61,64,54,60,73,15,1
54025030,67,7,47,29,40,46,23,89,56,69,72,40,6,98,12,80,8,22,26,12,21,8,51,51,56,39,80,95,69,11,87,31,14,24,36,6,56,68,41,54,50,74,91,67,36,50,13,16,96,35,3,21
54035020,100,60,49,93,77,68,87,67,9,20,16,90,13,35,49,29,45,12,47,67,69,90,56,5,70,1,14,7,31,47,40,52,24,72,65,58,10,25,3,71,12,13,80,29,85,13,54,98,38,43,33,86
55015010,0,95,0,40,85,24,53,94,73,9,40,52,33,12,28,80,74,66,6,86,83,5,92,46,86,13,68,32,83,48,69,71,91,11,8,94,3,90,25,48,21,17,28,71,51,71,46,61,74,93,70,60
56010030,100,88,57,6,40,74,1,72,47,67,88,84,97,71,67,46,87,29,8,7,51,27,46,23,59,99,82,72,3,14,31,11,12,16,29,58,25,41,32,98,52,84,97,64,0,92,99,9,91,31,20,14
56010040,100,65,78,85,75,78,92,7,87,6,80,50,36,4,47,11,64,55,60,44,40,76,32,85,53,92,7,49,15,67,19,62,75,45,79,65,65,88,72,96,83,4,1,99,42,7,24,13,54,45,40,53
56015010,59,28,69,25,10,18,31,26,68,28,49,71,18,68,64,48,14,44,22,66,29,71,84,54,27,29,70,38,79,70,46,24,69,11,12,64,43,9,37,2,18,59,52,35,58,21,91,95,69,76,89,17
56015020,100,22,22,49,44,32,62,52,79,72,87,48,81,3,26,2,83,24,11,67,64,34,46,90,78,84,59,29,7,87,26,77,46,46,39,26,22,58,65,39,82,40,76,8,82,26,79,21,6,11,38,7

